DateOfOfqualDataSnapshot,QualificationName,AwardingOrganisation,QualificationNumber,Level,QualificationType,Subcategory,SectorSubjectArea,Status,Age1416_FundingAvailable,Age1416_FundingApprovalStartDate,Age1416_FundingApprovalEndDate,Age1416_Notes,Age1619_FundingAvailable,Age1619_FundingApprovalStartDate,Age1619_FundingApprovalEndDate,Age1619_Notes,LocalFlexibilities_FundingAvailable,LocalFlexibilities_FundingApprovalStartDate,LocalFlexibilities_FundingApprovalEndDate,LocalFlexibilities_Notes,LegalEntitlementL2L3_FundingAvailable,LegalEntitlementL2L3_FundingApprovalStartDate,LegalEntitlementL2L3_FundingApprovalEndDate,LegalEntitlementL2L3_Notes,LegalEntitlementEnglishandMaths_FundingAvailable,LegalEntitlementEnglishandMaths_FundingApprovalStartDate,LegalEntitlementEnglishandMaths_FundingApprovalEndDate,LegalEntitlementEnglishandMaths_Notes,DigitalEntitlement_FundingAvailable,DigitalEntitlement_FundingApprovalStartDate,DigitalEntitlement_FundingApprovalEndDate,DigitalEntitlement_Notes,ESFLevel34_FundingAvailable,ESFLevel34_FundingApprovalStartDate,ESFLevel34_FundingApprovalEndDate,ESFLevel34_Notes,AdvancedLearnerLoans_FundingAvailable,AdvancedLearnerLoans_FundingApprovalStartDate,AdvancedLearnerLoans_FundingApprovalEndDate,AdvancedLearnerLoans_Notes,AwardingOrganisationURL,L3FreeCoursesForJobs_FundingAvailable,L3FreeCoursesForJobs_FundingApprovalStartDate,L3FreeCoursesForJobs_FundingApprovalEndDate,L3FreeCoursesForJobs_Notes
22/10/2024,AIM Qualifications Entry Level Certificate in Mathematics (Entry 1),AIM Qualifications,60337783,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/11/2018,31/07/2026,,True,01/11/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Award in Mathematics (Entry 2),AIM Qualifications,60337850,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/11/2018,31/07/2026,,True,01/11/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Certificate in Mathematics (Entry 2),AIM Qualifications,60337862,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/11/2018,31/07/2026,,True,01/11/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Award in Mathematics (Entry 3),AIM Qualifications,60338015,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/11/2018,31/07/2026,,True,01/11/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Certificate in Mathematics (Entry 3),AIM Qualifications,60338027,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/11/2018,31/07/2026,,True,01/11/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Award in Employability and Development Skills (Entry 3),AIM Qualifications,60362583,Entry Level,Vocationally-Related Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Certificate in Employability and Development Skills (Entry 3),AIM Qualifications,60362595,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Diploma in Employability and Development Skills (Entry 3),AIM Qualifications,60362601,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Certificate in Skills for Living and Work (Entry 1),AIM Qualifications,60362686,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Award in Skills for Living and Work (Entry 2),AIM Qualifications,60362698,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Certificate in Skills for Living and Work (Entry 2),AIM Qualifications,60362704,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Award in Skills for Living and Work (Entry 3),AIM Qualifications,60362716,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Award in Living Independently (Entry 1),AIM Qualifications,60362765,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Certificate in Living Independently (Entry 1),AIM Qualifications,60362777,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Diploma in Living Independently (Entry 1),AIM Qualifications,60362789,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Award in Living Independently (Entry 2),AIM Qualifications,60362790,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Certificate in Living Independently (Entry 2),AIM Qualifications,60362807,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Award in Living Independently (Entry 3),AIM Qualifications,60362819,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Certificate in Living Independently (Entry 3),AIM Qualifications,60362820,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,True,10/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Diploma in Skills for Living and Work (Entry 1),AIM Qualifications,60362972,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Diploma in Skills for Living and Work (Entry 2),AIM Qualifications,60362984,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Diploma in Skills for Living and Work (Entry 3),AIM Qualifications,60362996,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Diploma in Living Independently (Entry 2),AIM Qualifications,60363022,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Diploma in Living Independently (Entry 3),AIM Qualifications,60363034,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Certificate in Skills for Living and Work (Entry 3),AIM Qualifications,60363253,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,True,17/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Entry Level Award in Developing Independent Living Skills (Entry 3),AIM Qualifications,60363290,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,24/08/2020,31/07/2026,,True,24/08/2020,31/07/2026,,True,24/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award In Life Skills (Entry 1),Ascentis,60082355,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/03/2013,31/07/2026,,True,01/03/2013,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award In Life Skills (Entry 2) ,Ascentis,60083049,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/03/2013,31/07/2026,,True,01/03/2013,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in Progression (Entry 3),Ascentis,60084923,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,False,,,,True,01/04/2013,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Certificate In Progression (Entry 3),Ascentis,60084935,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,False,,,,True,01/04/2013,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in Skills Towards Enabling Progression (Step Up) (Entry 3),Ascentis,60084972,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/04/2013,31/07/2026,,True,01/04/2013,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Certificate in Skills Towards Enabling Progression (Step Up) (Entry 3),Ascentis,60084984,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/04/2013,31/07/2026,,True,01/04/2013,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in Personal Progress (Entry 1),Ascentis,60089970,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/05/2013,31/07/2026,,True,01/05/2013,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Certificate in Personal Progress (Entry 1),Ascentis,60090790,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/06/2013,31/07/2026,,True,01/06/2013,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in English - Receiving and Responding to Information (Entry 3),Ascentis,6010868X,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/09/2013,31/07/2026,,True,01/09/2013,31/07/2022,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in English - Receiving and Responding to Information (Entry 2)  ,Ascentis,60125706,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/02/2014,31/07/2026,,True,01/02/2014,31/07/2022,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in English - Receiving and Responding to Information (Entry 1)  ,Ascentis,60125809,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/02/2014,31/07/2026,,True,01/02/2014,31/07/2022,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in Personal Development (Entry 3),Ascentis,6013575X,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2014,31/07/2026,,True,01/08/2014,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Certificate in Character Education (Entry 3),Ascentis,60320187,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/07/2017,31/07/2026,,True,01/07/2017,31/07/2026,,True,01/08/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry 3 Award in Introduction to British Values,Ascentis,60333984,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in Independent Living (Entry 1),Ascentis,60334691,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in Independent Living (Entry 2),Ascentis,60334708,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in Independent Living (Entry 3),Ascentis,6033471X,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Certificate in Independent Living (Entry 1),Ascentis,60334733,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Certificate in Independent Living (Entry 2),Ascentis,60334745,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Certificate in Independent Living (Entry 3),Ascentis,60334757,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in The Importance of Resilience and Grit (Entry 3),Ascentis,6034278X,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/04/2019,31/07/2026,,True,01/04/2019,31/07/2026,,True,01/04/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry 3 Award in Equality and Diversity,Ascentis,60349414,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/09/2019,31/07/2026,,True,01/09/2019,31/07/2026,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry 3 Award in Induction to a Learning Environment,Ascentis,60349438,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/09/2019,31/07/2026,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Award in Identity and Belonging in Modern Britain (Entry 3),Ascentis,60359389,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,False,,,,True,01/08/2020,31/07/2026,,True,01/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level Certificate in Identity and Belonging in Modern Britain (Entry 3),Ascentis,60359390,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,False,,,,True,01/08/2020,31/07/2026,,True,01/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry 3 Award in Introduction to an Inclusive Environment,Ascentis,60359778,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2020,31/07/2026,,True,01/08/2020,31/07/2026,,True,01/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level 1 Award in Mathematics (Stepping Stones to Functional Skills) - Whole Numbers,Ascentis,61004078,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2022,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level 1 Award in Mathematics (Stepping Stones to Functional Skills) - Subtraction Skills,Ascentis,61004108,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2022,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level 1 Award in Mathematics (Stepping Stones to Functional Skills) - Addition Skills,Ascentis,6100411X,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2022,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Ascentis Entry Level 1 Award in Mathematics (Stepping Stones to Functional Skills) - Understanding Money and Time,Ascentis,61004169,Entry Level,Other Life Skills Qualification,,Foundations for learning and life,Approved,True,01/08/2022,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
